SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
379,19.456,38,10,none,7.5,400,4834,12.085,318,297,0.933962,0.899247,0.872679,0.84774,0.829778,0.767613,0.717553,0.717553,0.717553,0.717553,0.326702
380,19.968,39,10,none,7.5,400,4700,11.75,329,304,0.924012,0.885714,0.85953,0.84254,0.822574,0.748322,0.699985,0.699985,0.699985,0.699985,0.32668
381,18.432,36,10,none,7.5,400,4832,12.08,280,265,0.946429,0.908503,0.882298,0.870253,0.846764,0.773986,0.722621,0.722621,0.722621,0.722621,0.326856
382,18.432,36,10,none,7.5,400,4849,12.1225,288,275,0.954861,0.92536,0.899113,0.881602,0.849283,0.778171,0.724231,0.724231,0.724231,0.724231,0.326819
383,18.432,36,10,none,7.5,400,4601,11.5025,278,264,0.94964,0.866545,0.837395,0.821617,0.795706,0.739382,0.686772,0.686772,0.686772,0.686772,0.326912
384,18.432,36,10,none,7.5,400,4937,12.3425,270,258,0.955556,0.911071,0.889518,0.871091,0.845041,0.789661,0.729842,0.729842,0.729842,0.729842,0.326875
385,17.92,35,10,none,7.5,400,4935,12.3375,266,233,0.87594,0.892665,0.869608,0.854953,0.832574,0.782025,0.727018,0.727018,0.727018,0.727018,0.326919
386,17.92,35,10,none,7.5,400,4742,11.855,244,223,0.913934,0.890399,0.870887,0.844797,0.812762,0.755265,0.704701,0.704701,0.704701,0.704701,0.326928
387,18.432,36,10,none,7.5,400,4935,12.3375,216,196,0.907407,0.918584,0.898594,0.87369,0.848414,0.786316,0.73118,0.73118,0.73118,0.73118,0.326994
388,17.92,35,10,none,7.5,400,5128,12.82,223,217,0.973094,0.953678,0.932294,0.907004,0.879289,0.815842,0.764548,0.764548,0.764548,0.764548,0.32695
389,16.384,32,10,none,7.5,400,4803,12.0075,277,263,0.949458,0.916357,0.874123,0.859319,0.826305,0.770869,0.713373,0.713373,0.713373,0.713373,0.327048
390,14.848,29,10,none,7.5,400,4897,12.2425,314,290,0.923567,0.907169,0.872391,0.853072,0.835358,0.781827,0.728571,0.728571,0.728571,0.728571,0.327055
391,16.384,32,10,none,7.5,400,4837,12.0925,280,262,0.935714,0.903636,0.873618,0.855293,0.83243,0.779918,0.714898,0.714898,0.714898,0.714898,0.327209
392,16.384,32,10,none,7.5,400,4866,12.165,247,234,0.947368,0.875893,0.862464,0.851502,0.835294,0.792368,0.72439,0.72439,0.72439,0.72439,0.327166
393,15.36,30,10,none,7.5,400,4507,11.2675,228,212,0.929825,0.871908,0.83546,0.818423,0.783943,0.740702,0.677594,0.677594,0.677594,0.677594,0.327282
394,12.288,24,10,none,7.5,400,4627,11.5675,232,219,0.943966,0.873616,0.839598,0.832938,0.805442,0.769015,0.693299,0.693299,0.693299,0.693299,0.327311
395,13.824,27,10,none,7.5,400,4939,12.3475,238,224,0.941176,0.908571,0.88823,0.882872,0.855138,0.819498,0.74371,0.74371,0.74371,0.74371,0.327476
396,12.8,25,10,none,7.5,400,4587,11.4675,220,199,0.904545,0.861059,0.834514,0.826162,0.79696,0.755166,0.691403,0.691403,0.691403,0.691403,0.327541
397,13.824,27,10,none,7.5,400,4806,12.015,241,224,0.929461,0.888782,0.85153,0.846617,0.82913,0.785312,0.722924,0.722924,0.722924,0.722924,0.327637
398,14.848,29,10,none,7.5,400,4727,11.8175,226,210,0.929204,0.880256,0.847844,0.833655,0.813811,0.772214,0.703423,0.703423,0.703423,0.703423,0.327606
399,15.36,30,10,none,7.5,400,4687,11.7175,232,213,0.918103,0.855769,0.841906,0.827791,0.811993,0.768681,0.702399,0.702399,0.702399,0.702399,0.32769
400,15.36,30,10,none,7.5,400,4866,12.165,202,193,0.955446,0.927644,0.886633,0.870768,0.850246,0.797702,0.73274,0.73274,0.73274,0.73274,0.327667
