BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.911575,0.859872,0.82367,0.799669,0.775489,0.733369,0.675178,0.675178,0.675178,0.675178,16.1865,0.38897
