SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
26,18.432,36,10,none,7.5,400,5357,13.3925,355,324,0.912676,0.860778,0.828184,0.801626,0.76705,0.731122,0.675921,0.675921,0.675921,0.675921,0.408631
27,18.432,36,10,none,7.5,400,5288,13.22,343,315,0.918367,0.850365,0.810487,0.775638,0.747249,0.711179,0.658196,0.658196,0.658196,0.658196,0.4056
28,18.432,36,10,none,7.5,400,5271,13.1775,336,318,0.946429,0.86771,0.811079,0.773025,0.745658,0.703224,0.647811,0.647811,0.647811,0.647811,0.402807
29,18.432,36,10,none,7.5,400,5380,13.45,330,299,0.906061,0.839385,0.792587,0.762038,0.743338,0.705496,0.651132,0.651132,0.651132,0.651132,0.40017
30,18.432,36,10,none,7.5,400,5297,13.2425,388,334,0.860825,0.815488,0.769963,0.741493,0.720209,0.691641,0.635109,0.635109,0.635109,0.635109,0.397713
31,7.68,15,10,none,7.5,400,4666,11.665,344,300,0.872093,0.756812,0.693299,0.650874,0.627285,0.600672,0.553262,0.553262,0.553262,0.553262,0.424309
32,26.112,51,10,none,7.5,400,5552,13.88,366,330,0.901639,0.844861,0.803008,0.760302,0.730002,0.704848,0.657305,0.657305,0.657305,0.657305,0.421182
33,20.992,41,10,none,7.5,400,5259,13.1475,440,383,0.870455,0.769487,0.741809,0.70595,0.68304,0.656528,0.606743,0.606743,0.606743,0.606743,0.417659
34,20.48,40,10,none,7.5,400,5548,13.87,462,417,0.902597,0.846764,0.797293,0.756148,0.720219,0.684955,0.633932,0.633932,0.633932,0.633932,0.414314
35,20.48,40,10,none,7.5,400,5742,14.355,456,401,0.879386,0.817722,0.766782,0.735398,0.720139,0.686682,0.648188,0.648188,0.648188,0.648188,0.4111
36,20.48,40,10,none,7.5,400,5830,14.575,426,381,0.894366,0.840768,0.795256,0.758755,0.730267,0.69576,0.653329,0.653329,0.653329,0.653329,0.408068
37,20.48,40,10,none,7.5,400,5700,14.25,394,360,0.913706,0.81457,0.76716,0.73123,0.706829,0.677369,0.636557,0.636557,0.636557,0.636557,0.405253
38,20.48,40,10,none,7.5,400,6300,15.75,400,371,0.9275,0.858432,0.820032,0.791813,0.777418,0.750865,0.702823,0.702823,0.702823,0.702823,0.402642
39,19.968,39,10,none,7.5,400,5811,14.5275,420,366,0.871429,0.821477,0.778775,0.750362,0.725196,0.691146,0.645229,0.645229,0.645229,0.645229,0.400321
40,18.432,36,10,none,7.5,400,5803,14.5075,470,398,0.846809,0.821979,0.774091,0.744372,0.718321,0.685864,0.633792,0.633792,0.633792,0.633792,0.398299
41,16.384,32,10,none,7.5,400,5848,14.62,512,470,0.917969,0.843441,0.779276,0.743668,0.710309,0.679645,0.630285,0.630285,0.630285,0.630285,0.396697
42,15.872,31,10,none,7.5,400,5960,14.9,508,443,0.872047,0.806098,0.760984,0.719334,0.701203,0.68532,0.641197,0.641197,0.641197,0.641197,0.395094
43,15.872,31,10,none,7.5,400,6138,15.345,490,421,0.859184,0.827524,0.781378,0.758536,0.735505,0.704937,0.659927,0.659927,0.659927,0.659927,0.393586
44,14.336,28,10,none,7.5,400,6010,15.025,414,381,0.92029,0.817224,0.766421,0.733266,0.713682,0.687855,0.653119,0.653119,0.653119,0.653119,0.392326
45,15.36,30,10,none,7.5,400,5763,14.4075,362,321,0.88674,0.815043,0.764831,0.732885,0.701562,0.670128,0.631631,0.631631,0.631631,0.631631,0.391067
46,12.288,24,10,none,7.5,400,4943,12.3575,390,320,0.820513,0.730207,0.68136,0.639165,0.614184,0.583533,0.542917,0.542917,0.542917,0.542917,0.409815
47,21.504,42,10,none,7.5,400,5789,14.4725,394,364,0.923858,0.837255,0.788197,0.737973,0.711982,0.685354,0.639377,0.639377,0.639377,0.639377,0.407327
48,18.432,36,10,none,7.5,400,5821,14.5525,414,387,0.934783,0.851452,0.786794,0.746374,0.723931,0.69338,0.645877,0.645877,0.645877,0.645877,0.404796
49,18.432,36,10,none,7.5,400,5629,14.0725,452,406,0.89823,0.827135,0.764954,0.722113,0.701037,0.673538,0.626071,0.626071,0.626071,0.626071,0.40235
50,18.432,36,10,none,7.5,400,5812,14.53,452,400,0.884956,0.828305,0.77508,0.745458,0.732417,0.697001,0.653396,0.653396,0.653396,0.653396,0.40015
51,14.848,29,10,none,7.5,400,5859,14.6475,462,412,0.891775,0.852962,0.792385,0.7568,0.737149,0.702969,0.664059,0.664059,0.664059,0.664059,0.398307
52,14.336,28,10,none,7.5,400,5984,14.96,468,426,0.910256,0.87294,0.823312,0.7749,0.756531,0.717486,0.674791,0.674791,0.674791,0.674791,0.396634
53,14.336,28,10,none,7.5,400,5852,14.63,503,473,0.940358,0.871901,0.804886,0.762618,0.738779,0.708084,0.658822,0.658822,0.658822,0.658822,0.394996
54,14.336,28,10,none,7.5,400,5495,13.7375,561,463,0.825312,0.797797,0.757857,0.709148,0.694588,0.668571,0.616334,0.616334,0.616334,0.616334,0.393389
55,14.336,28,10,none,7.5,400,5893,14.7325,584,520,0.890411,0.836056,0.809111,0.774801,0.750768,0.721097,0.658142,0.658142,0.658142,0.658142,0.391855
56,14.336,28,10,none,7.5,400,5522,13.805,647,554,0.85626,0.793163,0.764032,0.726986,0.705376,0.674805,0.614152,0.614152,0.614152,0.614152,0.390359
57,14.336,28,10,none,7.5,400,5911,14.7775,582,516,0.886598,0.840936,0.803127,0.770302,0.75,0.723024,0.663634,0.663634,0.663634,0.663634,0.38894
58,14.336,28,10,none,7.5,400,5665,14.1625,568,494,0.869718,0.851628,0.804135,0.765095,0.732219,0.695362,0.644908,0.644908,0.644908,0.644908,0.387565
59,14.336,28,10,none,7.5,400,5532,13.83,574,508,0.885017,0.834143,0.794954,0.751995,0.71633,0.683663,0.635925,0.635925,0.635925,0.635925,0.386233
60,14.336,28,10,none,7.5,400,5576,13.94,539,493,0.914657,0.850187,0.798387,0.760239,0.72816,0.696747,0.648325,0.648325,0.648325,0.648325,0.384919
61,16.384,32,10,none,7.5,400,4836,12.09,570,467,0.819298,0.738442,0.700834,0.66528,0.63501,0.612298,0.567771,0.567771,0.567771,0.567771,0.398895
62,19.456,38,10,none,7.5,400,5421,13.5525,558,491,0.879928,0.843671,0.801389,0.767168,0.736672,0.693364,0.642366,0.642366,0.642366,0.642366,0.397371
63,19.968,39,10,none,7.5,400,5238,13.095,532,469,0.881579,0.82073,0.776003,0.73915,0.712504,0.673405,0.626107,0.626107,0.626107,0.626107,0.395976
64,17.92,35,10,none,7.5,400,5602,14.005,508,459,0.903543,0.881258,0.834004,0.790267,0.75941,0.719774,0.676983,0.676983,0.676983,0.676983,0.394795
65,17.92,35,10,none,7.5,400,5294,13.235,510,463,0.907843,0.820737,0.779216,0.74373,0.72264,0.687709,0.639362,0.639362,0.639362,0.639362,0.393638
66,16.896,33,10,none,7.5,400,5547,13.8675,499,445,0.891784,0.836627,0.812183,0.777351,0.757221,0.723413,0.672447,0.672447,0.672447,0.672447,0.392643
67,14.336,28,10,none,7.5,400,5469,13.6725,510,458,0.898039,0.840382,0.79808,0.774113,0.752624,0.718242,0.666504,0.666504,0.666504,0.666504,0.391805
68,12.288,24,10,none,7.5,400,5639,14.0975,494,440,0.890688,0.850217,0.826102,0.802145,0.782285,0.741917,0.6954,0.6954,0.6954,0.6954,0.39105
69,12.288,24,10,none,7.5,400,5493,13.7325,490,432,0.881633,0.842857,0.815835,0.789426,0.762748,0.729567,0.677646,0.677646,0.677646,0.677646,0.390325
70,12.288,24,10,none,7.5,400,5342,13.355,488,450,0.922131,0.858832,0.825139,0.785309,0.755185,0.716401,0.663767,0.663767,0.663767,0.663767,0.389643
71,12.288,24,10,none,7.5,400,5438,13.595,455,409,0.898901,0.855994,0.825436,0.79589,0.768119,0.73526,0.680225,0.680225,0.680225,0.680225,0.388964
72,12.288,24,10,none,7.5,400,5405,13.5125,424,383,0.903302,0.848276,0.819328,0.786802,0.769493,0.733226,0.682714,0.682714,0.682714,0.682714,0.38831
73,12.288,24,10,none,7.5,400,5599,13.9975,460,412,0.895652,0.864682,0.837819,0.817237,0.796203,0.766213,0.714577,0.714577,0.714577,0.714577,0.387665
74,12.288,24,10,none,7.5,400,5432,13.58,488,435,0.891393,0.855657,0.823651,0.802515,0.779747,0.747288,0.69915,0.69915,0.69915,0.69915,0.38706
75,12.288,24,10,none,7.5,400,5351,13.3775,532,488,0.917293,0.861557,0.815976,0.790905,0.771056,0.743361,0.695217,0.695217,0.695217,0.695217,0.386495
76,15.36,30,10,none,7.5,400,4522,11.305,624,504,0.807692,0.755821,0.713655,0.690465,0.668137,0.636459,0.59035,0.59035,0.59035,0.59035,0.397655
77,21.504,42,10,none,7.5,400,5278,13.195,645,582,0.902326,0.876623,0.820495,0.785548,0.766719,0.744096,0.690445,0.690445,0.690445,0.690445,0.396762
78,19.968,39,10,none,7.5,400,5184,12.96,564,507,0.898936,0.849265,0.814296,0.790553,0.764849,0.733886,0.684816,0.684816,0.684816,0.684816,0.395675
79,17.92,35,10,none,7.5,400,5393,13.4825,583,520,0.891938,0.853409,0.830656,0.812429,0.789319,0.766621,0.716698,0.716698,0.716698,0.716698,0.394752
80,17.408,34,10,none,7.5,400,5042,12.605,602,526,0.873754,0.815819,0.787814,0.775705,0.751973,0.725318,0.671195,0.671195,0.671195,0.671195,0.393811
81,16.384,32,10,none,7.5,400,5159,12.8975,578,480,0.83045,0.819627,0.813438,0.799244,0.769809,0.741214,0.698213,0.698213,0.698213,0.698213,0.392917
82,16.384,32,10,none,7.5,400,5159,12.8975,596,521,0.874161,0.827471,0.807284,0.791744,0.768569,0.744488,0.699403,0.699403,0.699403,0.699403,0.392078
83,16.384,32,10,none,7.5,400,5171,12.9275,613,551,0.898858,0.83764,0.8217,0.798068,0.776143,0.74871,0.704496,0.704496,0.704496,0.704496,0.39125
84,16.384,32,10,none,7.5,400,5055,12.6375,578,500,0.865052,0.829308,0.808844,0.78098,0.758466,0.73247,0.687619,0.687619,0.687619,0.687619,0.39051
85,16.384,32,10,none,7.5,400,5024,12.56,593,517,0.871838,0.846667,0.811624,0.77907,0.748261,0.725713,0.682566,0.682566,0.682566,0.682566,0.389792
86,15.36,30,10,none,7.5,400,5371,13.4275,538,474,0.881041,0.847206,0.830661,0.813428,0.793752,0.772494,0.727433,0.727433,0.727433,0.727433,0.389135
87,14.336,28,10,none,7.5,400,5397,13.4925,494,448,0.906883,0.856298,0.826316,0.811287,0.796924,0.771219,0.725306,0.725306,0.725306,0.725306,0.388512
88,14.336,28,10,none,7.5,400,5065,12.6625,434,387,0.891705,0.822249,0.790349,0.765145,0.747301,0.71929,0.679185,0.679185,0.679185,0.679185,0.387901
89,14.336,28,10,none,7.5,400,5371,13.4275,414,376,0.908213,0.855676,0.827302,0.807608,0.793774,0.758719,0.707751,0.707751,0.707751,0.707751,0.387303
90,14.336,28,10,none,7.5,400,5129,12.8225,372,343,0.922043,0.827131,0.797529,0.773804,0.757431,0.725212,0.674783,0.674783,0.674783,0.674783,0.386737
91,17.92,35,10,none,7.5,400,4376,10.94,367,301,0.820163,0.726343,0.677564,0.65445,0.63705,0.612055,0.575487,0.575487,0.575487,0.575487,0.396476
92,21.504,42,10,none,7.5,400,5082,12.705,376,337,0.896277,0.807593,0.7706,0.753891,0.735829,0.707585,0.663273,0.663273,0.663273,0.663273,0.395543
93,18.944,37,10,none,7.5,400,5434,13.585,396,361,0.911616,0.856079,0.816973,0.795749,0.77978,0.750811,0.710884,0.710884,0.710884,0.710884,0.394601
94,18.432,36,10,none,7.5,400,5302,13.255,447,413,0.923937,0.861529,0.814974,0.790608,0.764133,0.727273,0.690055,0.690055,0.690055,0.690055,0.393694
95,18.432,36,10,none,7.5,400,5271,13.1775,404,364,0.90099,0.826886,0.797101,0.773585,0.756935,0.721642,0.681184,0.681184,0.681184,0.681184,0.392803
96,18.432,36,10,none,7.5,400,5243,13.1075,474,426,0.898734,0.841527,0.800264,0.781294,0.757668,0.713649,0.672741,0.672741,0.672741,0.672741,0.391916
97,18.432,36,10,none,7.5,400,5289,13.2225,470,408,0.868085,0.823138,0.784848,0.768789,0.751942,0.716767,0.674962,0.674962,0.674962,0.674962,0.391051
98,18.432,36,10,none,7.5,400,5058,12.645,442,391,0.884615,0.811333,0.76618,0.745246,0.720291,0.686885,0.641715,0.641715,0.641715,0.641715,0.390202
99,18.432,36,10,none,7.5,400,5569,13.9225,370,344,0.92973,0.871438,0.8385,0.819842,0.79163,0.756508,0.705041,0.705041,0.705041,0.705041,0.389362
100,18.432,36,10,none,7.5,400,5485,13.7125,303,285,0.940594,0.884783,0.853869,0.823968,0.787645,0.74626,0.694177,0.694177,0.694177,0.694177,0.388536
101,18.432,36,10,none,7.5,400,5511,13.7775,272,257,0.944853,0.862257,0.83283,0.811857,0.786471,0.750989,0.700763,0.700763,0.700763,0.700763,0.387725
102,18.432,36,10,none,7.5,400,4799,11.9975,292,262,0.89726,0.796139,0.755854,0.721436,0.69602,0.659456,0.620088,0.620088,0.620088,0.620088,0.386934
103,18.432,36,10,none,7.5,400,5482,13.705,310,295,0.951613,0.896242,0.861448,0.827914,0.794075,0.750073,0.709002,0.709002,0.709002,0.709002,0.386162
104,18.432,36,10,none,7.5,400,5123,12.8075,322,296,0.919255,0.853971,0.797222,0.768694,0.740406,0.698387,0.662138,0.662138,0.662138,0.662138,0.385432
105,17.92,35,10,none,7.5,400,5009,12.5225,304,270,0.888158,0.819859,0.781596,0.758105,0.719198,0.685314,0.643702,0.643702,0.643702,0.643702,0.384786
106,16.896,33,10,none,7.5,400,4606,11.515,310,271,0.874194,0.776091,0.724233,0.712308,0.676185,0.637781,0.590408,0.590408,0.590408,0.590408,0.392952
107,16.384,32,10,none,7.5,400,5287,13.2175,323,286,0.885449,0.859615,0.803571,0.781346,0.758327,0.727702,0.6773,0.6773,0.6773,0.6773,0.39211
108,16.384,32,10,none,7.5,400,5190,12.975,300,278,0.926667,0.849953,0.81375,0.782176,0.754392,0.7224,0.666881,0.666881,0.666881,0.666881,0.391264
109,16.384,32,10,none,7.5,400,5331,13.3275,312,284,0.910256,0.886194,0.841799,0.80799,0.782349,0.737337,0.682109,0.682109,0.682109,0.682109,0.390426
110,16.384,32,10,none,7.5,400,4931,12.3275,252,234,0.928571,0.818095,0.779118,0.751815,0.723943,0.683278,0.633839,0.633839,0.633839,0.633839,0.389614
111,16.384,32,10,none,7.5,400,5106,12.765,222,202,0.90991,0.835907,0.802005,0.77824,0.75523,0.709586,0.653728,0.653728,0.653728,0.653728,0.388811
112,16.384,32,10,none,7.5,400,5154,12.885,232,213,0.918103,0.851711,0.80916,0.785605,0.760127,0.718905,0.661999,0.661999,0.661999,0.661999,0.388014
113,16.384,32,10,none,7.5,400,5323,13.3075,262,250,0.954198,0.883721,0.839369,0.811531,0.788777,0.745947,0.680399,0.680399,0.680399,0.680399,0.387256
114,16.384,32,10,none,7.5,400,5257,13.1425,292,266,0.910959,0.868467,0.825606,0.789583,0.765683,0.735465,0.672509,0.672509,0.672509,0.672509,0.386509
115,16.384,32,10,none,7.5,400,5318,13.295,272,257,0.944853,0.857782,0.840759,0.811311,0.787277,0.74457,0.678498,0.678498,0.678498,0.678498,0.385789
116,16.384,32,10,none,7.5,400,5285,13.2125,278,266,0.956835,0.897459,0.846658,0.804835,0.779896,0.742848,0.673514,0.673514,0.673514,0.673514,0.385105
117,15.36,30,10,none,7.5,400,5182,12.955,236,215,0.911017,0.871148,0.828806,0.790481,0.764144,0.726954,0.661093,0.661093,0.661093,0.661093,0.384434
118,14.336,28,10,none,7.5,400,5218,13.045,222,205,0.923423,0.848485,0.816957,0.782901,0.758865,0.727162,0.663233,0.663233,0.663233,0.663233,0.383837
119,12.288,24,10,none,7.5,400,5282,13.205,210,189,0.9,0.859867,0.809669,0.784864,0.765625,0.729815,0.671585,0.671585,0.671585,0.671585,0.383331
120,12.288,24,10,none,7.5,400,5132,12.83,212,192,0.90566,0.835907,0.778979,0.751057,0.740133,0.703549,0.653298,0.653298,0.653298,0.653298,0.382828
121,13.824,27,10,none,7.5,400,4335,10.8375,204,168,0.823529,0.750711,0.686383,0.660697,0.635453,0.597288,0.55449,0.55449,0.55449,0.55449,0.390342
122,20.48,40,10,none,7.5,400,5462,13.655,176,159,0.903409,0.882771,0.842954,0.814769,0.78321,0.751423,0.695347,0.695347,0.695347,0.695347,0.389639
123,18.432,36,10,none,7.5,400,5498,13.745,154,143,0.928571,0.886678,0.84743,0.816066,0.797019,0.762699,0.704939,0.704939,0.704939,0.704939,0.388898
124,16.896,33,10,none,7.5,400,5054,12.635,162,150,0.925926,0.842251,0.786699,0.762195,0.737171,0.701998,0.651703,0.651703,0.651703,0.651703,0.388202
125,16.384,32,10,none,7.5,400,5370,13.425,161,150,0.931677,0.851607,0.8172,0.797548,0.777453,0.745325,0.692913,0.692913,0.692913,0.692913,0.387534
126,16.384,32,10,none,7.5,400,5190,12.975,172,163,0.947674,0.859129,0.826297,0.792188,0.766193,0.723747,0.66611,0.66611,0.66611,0.66611,0.386884
127,16.384,32,10,none,7.5,400,5051,12.6275,162,153,0.944444,0.858059,0.790361,0.768699,0.73604,0.699108,0.648805,0.648805,0.648805,0.648805,0.386244
128,16.384,32,10,none,7.5,400,5342,13.355,178,169,0.949438,0.878378,0.843802,0.804966,0.777859,0.739169,0.688605,0.688605,0.688605,0.688605,0.385598
129,16.384,32,10,none,7.5,400,4967,12.4175,198,176,0.888889,0.8473,0.790593,0.759197,0.726221,0.691509,0.641897,0.641897,0.641897,0.641897,0.384976
130,16.384,32,10,none,7.5,400,4969,12.4225,190,173,0.910526,0.84381,0.778617,0.750064,0.728342,0.693732,0.639727,0.639727,0.639727,0.639727,0.384348
131,16.384,32,10,none,7.5,400,5249,13.1225,236,224,0.949153,0.902804,0.855148,0.822297,0.793764,0.745342,0.67616,0.67616,0.67616,0.67616,0.383741
132,14.848,29,10,none,7.5,400,5124,12.81,292,268,0.917808,0.894153,0.846431,0.814397,0.782477,0.741711,0.658145,0.658145,0.658145,0.658145,0.383214
133,14.336,28,10,none,7.5,400,5227,13.0675,326,301,0.923313,0.900099,0.851544,0.82183,0.791794,0.750659,0.680876,0.680876,0.680876,0.680876,0.382719
134,14.336,28,10,none,7.5,400,4909,12.2725,361,317,0.878116,0.845098,0.802662,0.771536,0.73994,0.708606,0.652532,0.652532,0.652532,0.652532,0.382241
135,14.336,28,10,none,7.5,400,4812,12.03,320,285,0.890625,0.794872,0.77502,0.749195,0.721399,0.691057,0.64366,0.64366,0.64366,0.64366,0.38176
136,17.408,34,10,none,7.5,400,4113,10.2825,288,241,0.836806,0.771993,0.715815,0.669761,0.643749,0.599462,0.554477,0.554477,0.554477,0.554477,0.388937
137,18.432,36,10,none,7.5,400,4896,12.24,246,226,0.918699,0.85097,0.829299,0.792548,0.764056,0.717252,0.663999,0.663999,0.663999,0.663999,0.388192
138,18.432,36,10,none,7.5,400,5146,12.865,240,231,0.9625,0.890971,0.848434,0.820391,0.801883,0.754783,0.700777,0.700777,0.700777,0.700777,0.387447
139,18.432,36,10,none,7.5,400,4988,12.47,212,195,0.919811,0.861207,0.834866,0.807139,0.782149,0.735798,0.67315,0.67315,0.67315,0.67315,0.386716
140,18.432,36,10,none,7.5,400,4994,12.485,172,166,0.965116,0.878448,0.828618,0.803591,0.777265,0.738217,0.67766,0.67766,0.67766,0.67766,0.386001
141,18.432,36,10,none,7.5,400,4853,12.1325,222,203,0.914414,0.869377,0.822352,0.784995,0.761705,0.718805,0.662254,0.662254,0.662254,0.662254,0.385289
142,18.432,36,10,none,7.5,400,4711,11.7775,276,239,0.865942,0.835432,0.8059,0.776864,0.745257,0.70784,0.644667,0.644667,0.644667,0.644667,0.384595
143,17.92,35,10,none,7.5,400,4724,11.81,270,244,0.903704,0.855072,0.807593,0.772338,0.750398,0.713782,0.651352,0.651352,0.651352,0.651352,0.383962
144,14.848,29,10,none,7.5,400,4770,11.925,258,243,0.94186,0.864528,0.830763,0.795577,0.772838,0.72192,0.664484,0.664484,0.664484,0.664484,0.383422
145,14.336,28,10,none,7.5,400,4805,12.0125,286,267,0.933566,0.862039,0.828925,0.805617,0.776358,0.728168,0.662712,0.662712,0.662712,0.662712,0.38293
146,14.336,28,10,none,7.5,400,4953,12.3825,308,285,0.925325,0.880952,0.851542,0.819704,0.793341,0.748617,0.681574,0.681574,0.681574,0.681574,0.382481
147,14.336,28,10,none,7.5,400,4758,11.895,338,318,0.940828,0.847386,0.822124,0.799945,0.76773,0.721608,0.658682,0.658682,0.658682,0.658682,0.38202
148,13.824,27,10,none,7.5,400,5208,13.02,326,308,0.944785,0.899657,0.875108,0.851088,0.829025,0.785315,0.727705,0.727705,0.727705,0.727705,0.381577
149,12.8,25,10,none,7.5,400,5148,12.87,346,331,0.956647,0.903141,0.878378,0.85382,0.828297,0.783828,0.718715,0.718715,0.718715,0.718715,0.381177
150,12.288,24,10,none,7.5,400,4905,12.2625,312,292,0.935897,0.879374,0.837635,0.822792,0.792441,0.755397,0.677633,0.677633,0.677633,0.677633,0.380769
151,16.896,33,10,none,7.5,400,4175,10.4375,280,243,0.867857,0.800797,0.755764,0.729813,0.686846,0.645332,0.57618,0.57618,0.57618,0.57618,0.387172
152,19.456,38,10,none,7.5,400,4928,12.32,306,289,0.944444,0.894231,0.859301,0.83274,0.80931,0.763787,0.689863,0.689863,0.689863,0.689863,0.386702
153,16.896,33,10,none,7.5,400,4859,12.1475,274,266,0.970803,0.90859,0.860822,0.823384,0.795989,0.752092,0.687712,0.687712,0.687712,0.687712,0.38629
154,16.384,32,10,none,7.5,400,4566,11.415,296,275,0.929054,0.87744,0.811895,0.777747,0.756247,0.714069,0.645321,0.645321,0.645321,0.645321,0.385882
155,16.384,32,10,none,7.5,400,4775,11.9375,286,260,0.909091,0.888655,0.837595,0.80339,0.783823,0.745849,0.680251,0.680251,0.680251,0.680251,0.385478
156,15.872,31,10,none,7.5,400,4618,11.545,300,279,0.93,0.864108,0.809546,0.789226,0.768048,0.730078,0.656615,0.656615,0.656615,0.656615,0.385132
157,15.872,31,10,none,7.5,400,4572,11.43,259,235,0.907336,0.86378,0.806389,0.789318,0.765799,0.72911,0.652994,0.652994,0.652994,0.652994,0.384809
158,14.336,28,10,none,7.5,400,4878,12.195,244,236,0.967213,0.915074,0.87663,0.846817,0.818734,0.772331,0.690422,0.690422,0.690422,0.690422,0.384503
159,14.336,28,10,none,7.5,400,4691,11.7275,252,232,0.920635,0.896875,0.85729,0.829545,0.794124,0.743326,0.667901,0.667901,0.667901,0.667901,0.384205
160,14.336,28,10,none,7.5,400,4429,11.0725,280,250,0.892857,0.855263,0.813857,0.789604,0.760069,0.702804,0.630268,0.630268,0.630268,0.630268,0.38391
161,14.336,28,10,none,7.5,400,4673,11.6825,326,312,0.957055,0.923387,0.864058,0.838316,0.80634,0.754365,0.666619,0.666619,0.666619,0.666619,0.383633
162,13.312,26,10,none,7.5,400,4623,11.5575,336,307,0.91369,0.87247,0.841996,0.824745,0.79938,0.742147,0.666667,0.666667,0.666667,0.666667,0.383399
163,14.336,28,10,none,7.5,400,4740,11.85,304,291,0.957237,0.913442,0.85994,0.847799,0.822168,0.75947,0.685475,0.685475,0.685475,0.685475,0.383168
164,13.312,26,10,none,7.5,400,4844,12.11,332,311,0.936747,0.895954,0.865829,0.844346,0.823093,0.762788,0.697179,0.697179,0.697179,0.697179,0.382961
165,12.288,24,10,none,7.5,400,4904,12.26,351,335,0.954416,0.915534,0.878955,0.858048,0.828702,0.777356,0.709117,0.709117,0.709117,0.709117,0.382767
166,16.896,33,10,none,7.5,400,3996,9.99,336,292,0.869048,0.814741,0.745754,0.717076,0.687595,0.639547,0.573335,0.573335,0.573335,0.573335,0.388187
167,22.016,43,10,none,7.5,400,4891,12.2275,334,318,0.952096,0.90332,0.86523,0.841688,0.820579,0.772913,0.699885,0.699885,0.699885,0.699885,0.387738
168,19.968,39,10,none,7.5,400,4539,11.3475,311,287,0.92283,0.892996,0.834961,0.804741,0.771194,0.723489,0.648656,0.648656,0.648656,0.648656,0.387243
169,18.944,37,10,none,7.5,400,4624,11.56,314,275,0.875796,0.852031,0.819034,0.802847,0.781968,0.738605,0.661558,0.661558,0.661558,0.661558,0.386772
170,18.944,37,10,none,7.5,400,4724,11.81,268,253,0.94403,0.906977,0.855065,0.825767,0.80725,0.752803,0.672937,0.672937,0.672937,0.672937,0.386327
171,18.432,36,10,none,7.5,400,4594,11.485,261,241,0.923372,0.897727,0.836142,0.814294,0.786328,0.728272,0.652316,0.652316,0.652316,0.652316,0.385882
172,18.432,36,10,none,7.5,400,4738,11.845,238,218,0.915966,0.864948,0.825234,0.811786,0.794948,0.740349,0.67125,0.67125,0.67125,0.67125,0.385435
173,18.432,36,10,none,7.5,400,4872,12.18,236,217,0.919492,0.889881,0.862925,0.839296,0.816036,0.756992,0.691761,0.691761,0.691761,0.691761,0.384996
174,18.432,36,10,none,7.5,400,4815,12.0375,240,230,0.958333,0.893411,0.846752,0.820426,0.802404,0.747126,0.680328,0.680328,0.680328,0.680328,0.384564
175,18.432,36,10,none,7.5,400,4815,12.0375,270,259,0.959259,0.901354,0.83842,0.814072,0.789265,0.742406,0.678269,0.678269,0.678269,0.678269,0.38413
176,18.432,36,10,none,7.5,400,4793,11.9825,258,231,0.895349,0.865269,0.817008,0.795505,0.777619,0.731699,0.667643,0.667643,0.667643,0.667643,0.383701
177,18.432,36,10,none,7.5,400,4761,11.9025,246,221,0.898374,0.868342,0.814387,0.793379,0.777892,0.726974,0.65764,0.65764,0.65764,0.65764,0.383279
178,18.432,36,10,none,7.5,400,4814,12.035,258,234,0.906977,0.847305,0.820557,0.80624,0.782787,0.735054,0.664182,0.664182,0.664182,0.664182,0.382871
179,18.432,36,10,none,7.5,400,4870,12.175,224,213,0.950893,0.880435,0.828739,0.804837,0.781719,0.735075,0.665391,0.665391,0.665391,0.665391,0.382464
180,18.432,36,10,none,7.5,400,4952,12.38,252,234,0.928571,0.887017,0.83995,0.818681,0.795845,0.746163,0.674339,0.674339,0.674339,0.674339,0.382065
181,18.432,36,10,none,7.5,400,3962,9.905,260,217,0.834615,0.755792,0.694303,0.668441,0.640985,0.598669,0.541439,0.541439,0.541439,0.541439,0.38728
182,20.992,41,10,none,7.5,400,4980,12.45,194,180,0.927835,0.86055,0.825902,0.808183,0.787986,0.743313,0.678664,0.678664,0.678664,0.678664,0.386789
183,20.48,40,10,none,7.5,400,4967,12.4175,172,160,0.930233,0.841682,0.802423,0.790348,0.777953,0.736707,0.677957,0.677957,0.677957,0.677957,0.386275
184,20.48,40,10,none,7.5,400,5086,12.715,196,174,0.887755,0.844523,0.827176,0.809351,0.796252,0.759313,0.698832,0.698832,0.698832,0.698832,0.385773
185,20.48,40,10,none,7.5,400,4912,12.28,246,221,0.898374,0.86532,0.828711,0.801756,0.782498,0.735702,0.675936,0.675936,0.675936,0.675936,0.385271
186,20.48,40,10,none,7.5,400,4939,12.3475,278,254,0.913669,0.852,0.813306,0.791667,0.776285,0.735819,0.670697,0.670697,0.670697,0.670697,0.384781
187,20.48,40,10,none,7.5,400,4745,11.8625,286,260,0.909091,0.823899,0.790349,0.767092,0.74016,0.705161,0.636889,0.636889,0.636889,0.636889,0.384286
188,20.48,40,10,none,7.5,400,4771,11.9275,273,250,0.915751,0.845327,0.792314,0.768318,0.735949,0.703175,0.641033,0.641033,0.641033,0.641033,0.383805
