SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed,n_nodes
0,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,60.0
1,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,60.0
2,2.56,5,10,protocol,7.5,600,8221,13.7017,566,505,0.8922260000000001,0.8478899999999999,0.808126,0.765999,0.733997,0.6672130000000001,0.5953350000000001,0.5953350000000001,0.5953350000000001,0.5953350000000001,0.363862,20,60.0
3,15.872,31,10,protocol,7.5,600,7738,12.8967,556,488,0.877698,0.806715,0.753728,0.708412,0.679652,0.616577,0.552571,0.552571,0.552571,0.552571,0.497837,20,60.0
4,15.872,31,10,protocol,7.5,600,8087,13.4783,517,472,0.912959,0.822835,0.770809,0.739093,0.706965,0.640107,0.5682659999999999,0.5682659999999999,0.5682659999999999,0.5682659999999999,0.504677,20,60.0
5,19.456,38,10,protocol,7.5,600,8372,13.9533,534,472,0.8838950000000001,0.8237049999999999,0.778998,0.742239,0.711084,0.654559,0.5821390000000001,0.5821390000000001,0.5821390000000001,0.5821390000000001,0.491221,20,60.0
6,17.408,34,10,protocol,7.5,600,8271,13.785,568,514,0.90493,0.813716,0.755885,0.7207020000000001,0.689952,0.637141,0.570394,0.570394,0.570394,0.570394,0.498771,20,60.0
7,16.384,32,10,protocol,7.5,600,8358,13.93,656,597,0.910061,0.8227120000000001,0.759067,0.7235520000000001,0.694497,0.6336729999999999,0.571145,0.571145,0.571145,0.571145,0.4850890000000001,20,60.0
8,18.944000000000006,37,10,protocol,7.5,600,8312,13.8533,706,618,0.8753540000000001,0.77988,0.736668,0.706104,0.6783819999999999,0.620908,0.5556220000000001,0.5556220000000001,0.5556220000000001,0.5556220000000001,0.482156,20,60.0
9,10.24,20,10,protocol,7.5,600,7804,13.0067,704,584,0.8295450000000001,0.743949,0.679433,0.653049,0.622376,0.56968,0.514169,0.514169,0.514169,0.514169,0.500842,20,60.0
10,18.432,36,10,protocol,7.5,600,8607,14.345,706,629,0.890935,0.7883680000000001,0.730792,0.706705,0.678661,0.616657,0.557912,0.557912,0.557912,0.557912,0.512165,20,60.0
11,15.872,31,10,protocol,7.5,600,8681,14.4683,699,602,0.8612299999999999,0.776119,0.745121,0.712044,0.680367,0.616402,0.557196,0.557196,0.557196,0.557196,0.522834,20,60.0
12,14.848,29,10,protocol,7.5,600,8263,13.7717,803,685,0.853051,0.742717,0.709805,0.6641279999999999,0.6309779999999999,0.576599,0.526779,0.526779,0.526779,0.526779,0.5148,20,60.0
13,14.848,29,10,protocol,7.5,600,8642,14.4033,824,697,0.845874,0.762912,0.71575,0.685054,0.652324,0.596634,0.544155,0.544155,0.544155,0.544155,0.514591,20,60.0
14,15.36,30,10,protocol,7.5,600,8679,14.465,745,627,0.8416110000000001,0.758076,0.719834,0.680821,0.6500670000000001,0.594106,0.543326,0.543326,0.543326,0.543326,0.508343,20,60.0
15,13.824000000000002,27,10,protocol,7.5,600,8701,14.5017,718,594,0.827298,0.744074,0.703483,0.674275,0.642153,0.5869840000000001,0.539143,0.539143,0.539143,0.539143,0.504984,20,60.0
16,16.384,32,10,protocol,7.5,600,8924,14.8733,818,683,0.8349629999999999,0.761578,0.715802,0.678189,0.65123,0.596727,0.545955,0.545955,0.545955,0.545955,0.505659,20,60.0
17,13.824000000000002,27,10,protocol,7.5,600,9294,15.49,833,707,0.8487389999999999,0.776451,0.733651,0.704521,0.675279,0.614609,0.560377,0.560377,0.560377,0.560377,0.503996,20,60.0
18,15.872,31,10,protocol,7.5,600,8736,14.56,820,691,0.842683,0.763787,0.701799,0.654406,0.622337,0.5684020000000001,0.519983,0.519983,0.519983,0.519983,0.503271,20,60.0
19,14.848,29,10,protocol,7.5,600,9624,16.04,768,684,0.890625,0.797443,0.740703,0.6999350000000001,0.6647529999999999,0.617583,0.566867,0.566867,0.566867,0.566867,0.498957,20,60.0
20,18.432,36,10,protocol,7.5,600,8866,14.7767,778,657,0.8444729999999999,0.7517729999999999,0.687318,0.645147,0.6122850000000001,0.567531,0.518844,0.518844,0.518844,0.518844,0.500987,20,60.0
21,12.8,25,10,protocol,7.5,600,8676,14.46,836,672,0.803828,0.7415579999999999,0.679483,0.6308819999999999,0.595837,0.553144,0.502374,0.502374,0.502374,0.502374,0.498777,20,60.0
22,16.384,32,10,protocol,7.5,600,9188,15.3133,720,579,0.804167,0.731899,0.674399,0.642955,0.61266,0.577563,0.530407,0.530407,0.530407,0.530407,0.494746,20,60.0
23,16.896,33,10,protocol,7.5,600,9902,16.5033,800,703,0.87875,0.7866310000000001,0.715819,0.681714,0.652211,0.6148020000000001,0.568688,0.568688,0.568688,0.568688,0.491229,20,60.0
24,16.384,32,10,protocol,7.5,600,8902,14.8367,730,619,0.8479450000000001,0.702444,0.647175,0.609271,0.585345,0.548716,0.507355,0.507355,0.507355,0.507355,0.488752,20,60.0
25,17.92,35,10,protocol,7.5,600,9071,15.1183,726,608,0.8374659999999999,0.710579,0.660555,0.622215,0.597314,0.5585399999999999,0.514907,0.514907,0.514907,0.514907,0.486625,20,60.0
26,15.36,30,10,protocol,7.5,600,8737,14.5617,789,605,0.7667930000000001,0.685604,0.625214,0.601078,0.576501,0.533325,0.494201,0.494201,0.494201,0.494201,0.488978,20,60.0
27,11.776,23,10,protocol,7.5,600,9384,15.64,728,579,0.79533,0.7026,0.649729,0.6278590000000001,0.605183,0.568286,0.527965,0.527965,0.527965,0.527965,0.497643,20,60.0
28,14.336,28,10,protocol,7.5,600,9223,15.3717,690,559,0.810145,0.6944100000000001,0.649779,0.62329,0.595125,0.5534899999999999,0.5169590000000001,0.5169590000000001,0.5169590000000001,0.5169590000000001,0.492885,20,60.0
29,14.336,28,10,protocol,7.5,600,9143,15.2383,779,634,0.813864,0.700619,0.647574,0.618525,0.591691,0.5501739999999999,0.509844,0.509844,0.509844,0.509844,0.492106,20,60.0
30,12.288,24,10,protocol,7.5,600,9588,15.98,864,711,0.822917,0.733593,0.6802050000000001,0.649359,0.619051,0.57372,0.532126,0.532126,0.532126,0.532126,0.497436,20,60.0
