SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed,n_nodes
0,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,20.0
1,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,20.0
2,6.144,12,10,protocol,7.5,200,1296,6.48,76,75,0.986842,0.973684,0.966972,0.963095,0.959108,0.944531,0.906928,0.906928,0.906928,0.906928,0.427375,20,20.0
3,19.456,38,10,protocol,7.5,200,1323,6.615,100,99,0.99,0.985981,0.97695,0.972455,0.974624,0.956897,0.906164,0.906164,0.906164,0.906164,0.458891,20,20.0
4,18.432,36,10,protocol,7.5,200,1282,6.41,82,82,1.0,0.969697,0.958929,0.960993,0.951017,0.926242,0.8768809999999999,0.8768809999999999,0.8768809999999999,0.8768809999999999,0.448854,20,20.0
5,20.48,40,10,protocol,7.5,200,1346,6.73,92,92,1.0,1.0,0.996429,0.990453,0.984067,0.971292,0.888962,0.888962,0.888962,0.888962,0.4400310000000001,20,20.0
6,19.456,38,10,protocol,7.5,200,1266,6.33,134,130,0.970149,0.955975,0.953704,0.952214,0.946828,0.928571,0.8605440000000001,0.8605440000000001,0.8605440000000001,0.8605440000000001,0.453686,20,20.0
7,20.48,40,10,protocol,7.5,200,1300,6.5,172,172,1.0,0.986755,0.982079,0.969626,0.963899,0.958059,0.891632,0.891632,0.891632,0.891632,0.456961,20,20.0
8,19.968,39,10,protocol,7.5,200,1289,6.445,182,182,1.0,0.993333,0.977612,0.975294,0.973684,0.965,0.8489450000000001,0.8489450000000001,0.8489450000000001,0.8489450000000001,0.465613,20,20.0
9,18.944000000000006,37,10,protocol,7.5,200,1286,6.43,152,150,0.986842,0.985714,0.976096,0.965831,0.962003,0.955833,0.8210860000000001,0.8210860000000001,0.8210860000000001,0.8210860000000001,0.469164,20,20.0
10,17.92,35,10,protocol,7.5,200,1319,6.595,138,138,1.0,0.996063,0.99187,0.973624,0.959483,0.933018,0.820672,0.820672,0.820672,0.820672,0.4742520000000001,20,20.0
11,16.896,33,10,protocol,7.5,200,1378,6.89,96,94,0.979167,0.980469,0.968932,0.955479,0.953043,0.92517,0.8441719999999999,0.8441719999999999,0.8441719999999999,0.8441719999999999,0.475969,20,20.0
12,18.432,36,10,protocol,7.5,200,1385,6.925,50,50,1.0,0.996154,0.976285,0.974943,0.964912,0.930535,0.859181,0.859181,0.859181,0.859181,0.477345,20,20.0
13,18.432,36,10,protocol,7.5,200,1485,7.425,52,52,1.0,0.992857,0.988506,0.989011,0.986543,0.96933,0.920025,0.920025,0.920025,0.920025,0.4743310000000001,20,20.0
14,16.384,32,10,protocol,7.5,200,1410,7.05,40,39,0.975,0.946154,0.956274,0.944934,0.940236,0.922967,0.88015,0.88015,0.88015,0.88015,0.472061,20,20.0
15,18.432,36,10,protocol,7.5,200,1480,7.4,54,54,1.0,0.996063,0.996226,0.988197,0.988034,0.971004,0.924906,0.924906,0.924906,0.924906,0.471113,20,20.0
16,17.92,35,10,protocol,7.5,200,1447,7.235,50,50,1.0,0.989655,0.992308,0.989154,0.986418,0.968935,0.900996,0.900996,0.900996,0.900996,0.469104,20,20.0
17,16.896,33,10,protocol,7.5,200,1422,7.11,52,52,1.0,0.972973,0.976987,0.972689,0.970149,0.962308,0.8843280000000001,0.8843280000000001,0.8843280000000001,0.8843280000000001,0.4710220000000001,20,20.0
18,16.384,32,10,protocol,7.5,200,1415,7.075,72,72,1.0,0.996454,0.991968,0.985619,0.976589,0.965224,0.902423,0.902423,0.902423,0.902423,0.471403,20,20.0
19,17.92,35,10,protocol,7.5,200,1331,6.655,80,77,0.9625,0.933594,0.95203,0.944444,0.938828,0.923363,0.861489,0.861489,0.861489,0.861489,0.470902,20,20.0
20,18.944000000000006,37,10,protocol,7.5,200,1356,6.78,60,55,0.916667,0.926923,0.953333,0.949052,0.943563,0.926975,0.851759,0.851759,0.851759,0.851759,0.469454,20,20.0
21,17.408,34,10,protocol,7.5,200,1398,6.99,46,45,0.978261,0.982759,0.975884,0.976303,0.97043,0.951662,0.879093,0.879093,0.879093,0.879093,0.467625,20,20.0
22,18.432,36,10,protocol,7.5,200,1371,6.855,60,58,0.966667,0.969799,0.970968,0.967442,0.958791,0.934328,0.871975,0.871975,0.871975,0.871975,0.466198,20,20.0
23,18.432,36,10,protocol,7.5,200,1386,6.93,70,70,1.0,0.993939,0.983713,0.976798,0.969388,0.933775,0.875474,0.875474,0.875474,0.875474,0.465858,20,20.0
24,18.432,36,10,protocol,7.5,200,1418,7.09,126,125,0.992063,0.988571,0.99,0.980769,0.970163,0.950893,0.8725370000000001,0.8725370000000001,0.8725370000000001,0.8725370000000001,0.463561,20,20.0
25,18.432,36,10,protocol,7.5,200,1503,7.515,104,104,1.0,1.0,0.998339,0.991094,0.990991,0.972018,0.90048,0.90048,0.90048,0.90048,0.46207,20,20.0
26,18.432,36,10,protocol,7.5,200,1451,7.255,114,113,0.991228,0.988889,0.977612,0.964286,0.95735,0.929666,0.8688620000000001,0.8688620000000001,0.8688620000000001,0.8688620000000001,0.460259,20,20.0
27,16.384,32,10,protocol,7.5,200,1479,7.395,120,120,1.0,0.994186,0.994565,0.991954,0.98018,0.944,0.893116,0.893116,0.893116,0.893116,0.459483,20,20.0
28,18.432,36,10,protocol,7.5,200,1421,7.105,114,111,0.973684,0.941358,0.943493,0.933333,0.930412,0.903718,0.856024,0.856024,0.856024,0.856024,0.459009,20,20.0
29,18.432,36,10,protocol,7.5,200,1423,7.115,72,71,0.986111,0.958333,0.955326,0.950873,0.939245,0.912838,0.8572290000000001,0.8572290000000001,0.8572290000000001,0.8572290000000001,0.4568390000000001,20,20.0
30,18.432,36,10,protocol,7.5,200,1419,7.095,68,68,1.0,0.967066,0.954248,0.948009,0.941748,0.922971,0.8583540000000001,0.8583540000000001,0.8583540000000001,0.8583540000000001,0.4559220000000001,20,20.0
31,17.92,35,10,protocol,7.5,200,1465,7.325,62,62,1.0,0.985294,0.979233,0.979167,0.971311,0.95,0.881468,0.881468,0.881468,0.881468,0.454952,20,20.0
32,18.432,36,10,protocol,7.5,200,1414,7.07,60,60,1.0,0.980989,0.961538,0.952643,0.947811,0.921831,0.851807,0.851807,0.851807,0.851807,0.45325,20,20.0
33,17.408,34,10,protocol,7.5,200,1513,7.565,64,64,1.0,0.994792,0.99564,0.994577,0.991334,0.97305,0.887324,0.887324,0.887324,0.887324,0.452142,20,20.0
34,18.432,36,10,protocol,7.5,200,1478,7.39,84,84,1.0,1.0,0.997041,0.997826,0.996429,0.952991,0.8440000000000001,0.8440000000000001,0.8440000000000001,0.8440000000000001,0.450622,20,20.0
35,17.408,34,10,protocol,7.5,200,1404,7.02,136,129,0.948529,0.944712,0.939394,0.929348,0.92196,0.8886430000000001,0.775442,0.775442,0.775442,0.775442,0.449838,20,20.0
36,16.896,33,10,protocol,7.5,200,1397,6.985,160,152,0.95,0.931727,0.928788,0.923596,0.918669,0.876692,0.745726,0.745726,0.745726,0.745726,0.448862,20,20.0
37,17.92,35,10,protocol,7.5,200,1486,7.43,160,156,0.975,0.969512,0.96729,0.952153,0.929236,0.906572,0.789586,0.789586,0.789586,0.789586,0.449812,20,20.0
38,16.384,32,10,protocol,7.5,200,1449,7.245,140,134,0.957143,0.937238,0.946875,0.93568,0.925788,0.8950889999999999,0.7696810000000001,0.7696810000000001,0.7696810000000001,0.7696810000000001,0.449908,20,20.0
39,18.432,36,10,protocol,7.5,200,1552,7.76,110,110,1.0,0.977733,0.980303,0.97381,0.967899,0.943314,0.850165,0.850165,0.850165,0.850165,0.44857,20,20.0
40,18.432,36,10,protocol,7.5,200,1428,7.14,74,74,1.0,0.933486,0.931611,0.926859,0.920192,0.87234,0.768858,0.768858,0.768858,0.768858,0.448012,20,20.0
41,16.896,33,10,protocol,7.5,200,1479,7.395,60,59,0.983333,0.957516,0.953074,0.945755,0.937912,0.888583,0.79377,0.79377,0.79377,0.79377,0.447979,20,20.0
