SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed,n_nodes
0,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,50.0
1,0.0,0,10,protocol,7.5,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20,50.0
2,3.584,7,10,protocol,7.5,500,6148,12.296,445,409,0.919101,0.873967,0.821416,0.781433,0.743182,0.686713,0.6155930000000001,0.6155930000000001,0.6155930000000001,0.6155930000000001,0.437618,20,50.0
3,17.408,34,10,protocol,7.5,500,6468,12.936,488,449,0.920082,0.886984,0.852475,0.805056,0.76845,0.709256,0.6325310000000001,0.6325310000000001,0.6325310000000001,0.6325310000000001,0.528199,20,50.0
4,16.384,32,10,protocol,7.5,500,6036,12.072,446,402,0.901345,0.8287629999999999,0.778891,0.744003,0.709296,0.6538109999999999,0.578872,0.578872,0.578872,0.578872,0.55018,20,50.0
5,18.432,36,10,protocol,7.5,500,6345,12.69,532,484,0.909774,0.8539190000000001,0.804426,0.757637,0.729626,0.6753600000000001,0.597064,0.597064,0.597064,0.597064,0.5222899999999999,20,50.0
6,17.408,34,10,protocol,7.5,500,6332,12.664,608,543,0.893092,0.836982,0.785233,0.743898,0.710508,0.660903,0.5896600000000001,0.5896600000000001,0.5896600000000001,0.5896600000000001,0.5060439999999999,20,50.0
7,14.336,28,10,protocol,7.5,500,6293,12.586,685,592,0.8642340000000001,0.809656,0.761367,0.732028,0.698327,0.650727,0.574836,0.574836,0.574836,0.574836,0.496433,20,50.0
8,14.848,29,10,protocol,7.5,500,6694,13.388,692,604,0.8728319999999999,0.826923,0.7815479999999999,0.753097,0.725707,0.672814,0.598641,0.598641,0.598641,0.598641,0.523942,20,50.0
9,16.384,32,10,protocol,7.5,500,6786,13.572,656,603,0.919207,0.8310219999999999,0.774438,0.7435149999999999,0.712441,0.667091,0.592353,0.592353,0.592353,0.592353,0.509868,20,50.0
10,13.824000000000002,27,10,protocol,7.5,500,6807,13.614,605,527,0.871074,0.814058,0.7626729999999999,0.731045,0.7001149999999999,0.651392,0.584967,0.584967,0.584967,0.584967,0.502479,20,50.0
11,15.872,31,10,protocol,7.5,500,7125,14.25,548,485,0.885036,0.81831,0.7790560000000001,0.754368,0.72382,0.674134,0.606899,0.606899,0.606899,0.606899,0.50757,20,50.0
12,12.288,24,10,protocol,7.5,500,6974,13.948,572,512,0.8951049999999999,0.811304,0.758448,0.7313649999999999,0.69973,0.649446,0.591333,0.591333,0.591333,0.591333,0.528796,20,50.0
13,14.848,29,10,protocol,7.5,500,6688,13.376,601,496,0.825291,0.787478,0.740453,0.70418,0.6615880000000001,0.612733,0.561283,0.561283,0.561283,0.561283,0.539169,20,50.0
14,11.776,23,10,protocol,7.5,500,7568,15.136,589,509,0.8641770000000001,0.817411,0.781338,0.760495,0.729329,0.681884,0.62467,0.62467,0.62467,0.62467,0.536696,20,50.0
