SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead,m_nodeSpeed,n_nodes
95,10.24,20,10,protocol,7.5,1600,30031,18.7694,6357,3707,0.583137,0.436558,0.364014,0.327633,0.301225,0.271451,0.242283,0.242283,0.242283,0.242283,0.479244,20,160.0
96,8.192,16,10,protocol,7.5,1600,26706,16.6913,6390,3222,0.504225,0.378224,0.323727,0.293796,0.270375,0.243095,0.21557,0.21557,0.21557,0.21557,0.479083,20,160.0
97,5.12,10,10,protocol,7.5,1600,34115,21.3219,6304,3723,0.590577,0.464453,0.401935,0.366416,0.339331,0.308571,0.276829,0.276829,0.276829,0.276829,0.480478,20,160.0
98,9.728,19,10,protocol,7.5,1600,32450,20.2812,6037,3435,0.568991,0.437757,0.376659,0.346725,0.322869,0.292968,0.26423,0.26423,0.26423,0.26423,0.481859,20,160.0
99,9.728,19,10,protocol,7.5,1600,30764,19.2275,6046,3418,0.565332,0.417754,0.354049,0.323989,0.303454,0.27692100000000003,0.251018,0.251018,0.251018,0.251018,0.483341,20,160.0
100,9.728,19,10,protocol,7.5,1600,34678,21.6737,6119,3601,0.588495,0.461069,0.397348,0.367078,0.34226100000000004,0.313723,0.282953,0.282953,0.282953,0.282953,0.484246,20,160.0
101,12.288,24,10,protocol,7.5,1600,30123,18.8269,5949,3337,0.5609350000000001,0.42211,0.35838400000000004,0.32635,0.30125100000000005,0.274008,0.245672,0.245672,0.245672,0.245672,0.4844560000000001,20,160.0
102,11.776,23,10,protocol,7.5,1600,31281,19.5506,5833,3243,0.555975,0.4174520000000001,0.358579,0.332094,0.309517,0.283436,0.255129,0.255129,0.255129,0.255129,0.484926,20,160.0
103,16.384,32,10,protocol,7.5,1600,31091,19.4319,5753,3280,0.570137,0.420311,0.356577,0.32962800000000003,0.307245,0.282142,0.253303,0.253303,0.253303,0.253303,0.484653,20,160.0
104,14.848,29,10,protocol,7.5,1600,32021,20.0131,5663,3350,0.5915590000000001,0.433223,0.370568,0.342605,0.319601,0.291322,0.260924,0.260924,0.260924,0.260924,0.484336,20,160.0
105,15.36,30,10,protocol,7.5,1600,28164,17.6025,5467,2835,0.518566,0.378054,0.326237,0.30452,0.284428,0.25752,0.2298260000000001,0.2298260000000001,0.2298260000000001,0.2298260000000001,0.485467,20,160.0
106,17.408,34,10,protocol,7.5,1600,34808,21.755,5374,3215,0.598251,0.450132,0.38752,0.362755,0.34378600000000004,0.315226,0.28380900000000003,0.28380900000000003,0.28380900000000003,0.28380900000000003,0.485173,20,160.0
107,16.384,32,10,protocol,7.5,1600,29653,18.5331,5217,2940,0.563542,0.413237,0.349729,0.321608,0.298625,0.26967800000000003,0.241942,0.241942,0.241942,0.241942,0.484337,20,160.0
108,10.24,20,10,protocol,7.5,1600,29704,18.565,5147,2926,0.5684859999999999,0.423001,0.358459,0.328081,0.303125,0.271456,0.24256100000000005,0.24256100000000005,0.24256100000000005,0.24256100000000005,0.484914,20,160.0
109,21.504,42,10,protocol,7.5,1600,35737,22.3356,4982,3173,0.636893,0.46802,0.404144,0.37192,0.349147,0.321209,0.29149899999999995,0.29149899999999995,0.29149899999999995,0.29149899999999995,0.484873,20,160.0
110,14.336,28,10,protocol,7.5,1600,27383,17.1144,4901,2697,0.550296,0.393717,0.330599,0.29858,0.275907,0.249304,0.222599,0.222599,0.222599,0.222599,0.484969,20,160.0
111,20.992,41,10,protocol,7.5,1600,37084,23.1775,4716,3108,0.659033,0.505504,0.43153,0.392538,0.364781,0.333881,0.301489,0.301489,0.301489,0.301489,0.485119,20,160.0
112,15.872,31,10,protocol,7.5,1600,30849,19.2806,4582,2661,0.580751,0.438519,0.370627,0.338936,0.314056,0.281461,0.25102800000000003,0.25102800000000003,0.25102800000000003,0.25102800000000003,0.4859060000000001,20,160.0
113,16.896,33,10,protocol,7.5,1600,33438,20.8987,4637,2883,0.621738,0.4728189999999999,0.396002,0.363122,0.335098,0.302349,0.272515,0.272515,0.272515,0.272515,0.485755,20,160.0
114,14.336,28,10,protocol,7.5,1600,32844,20.5275,4725,2771,0.5864550000000001,0.447615,0.386978,0.353637,0.327367,0.296503,0.267764,0.267764,0.267764,0.267764,0.485843,20,160.0
115,16.384,32,10,protocol,7.5,1600,36515,22.8219,4707,3076,0.6534949999999999,0.4928270000000001,0.42279,0.387808,0.36116,0.32929400000000003,0.29793800000000004,0.29793800000000004,0.29793800000000004,0.29793800000000004,0.486803,20,160.0
