BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,AverageRoutingGoodputKbps,MacPhyOverhead
0.907471,0.853741,0.817413,0.793438,0.769557,0.727828,0.670239,0.670239,0.670239,0.670239,18.2383,0.450851
