SimulationSecond,ReceiveRate,PacketsReceived,NumberOfSinks,RoutingProtocol,TransmissionPower,WavePktsSent,WavePtksReceived,WavePktsPpr,ExpectedWavePktsReceived,ExpectedWavePktsInCoverageReceived,BSM_PDR1,BSM_PDR2,BSM_PDR3,BSM_PDR4,BSM_PDR5,BSM_PDR6,BSM_PDR7,BSM_PDR8,BSM_PDR9,BSM_PDR10,MacPhyOverhead
252,16.384,32,10,none,7.5,400,0,0,282,0,0,0,0,0,0,0,0,0,0,0,629.511
253,17.92,35,10,none,7.5,400,0,0,294,0,0,0,0,0,0,0,0,0,0,0,626.711
254,18.432,36,10,none,7.5,400,0,0,287,0,0,0,0,0,0,0,0,0,0,0,624.489
255,18.432,36,10,none,7.5,400,0,0,274,0,0,0,0,0,0,0,0,0,0,0,622.167
256,18.432,36,10,none,7.5,400,0,0,292,0,0,0,0,0,0,0,0,0,0,0,619.932
257,18.432,36,10,none,7.5,400,0,0,304,0,0,0,0,0,0,0,0,0,0,0,617.647
258,17.92,35,10,none,7.5,400,0,0,316,0,0,0,0,0,0,0,0,0,0,0,615.005
259,19.456,38,10,none,7.5,400,0,0,303,0,0,0,0,0,0,0,0,0,0,0,612.251
260,20.48,40,10,none,7.5,400,0,0,266,0,0,0,0,0,0,0,0,0,0,0,611.289
261,20.48,40,10,none,7.5,400,0,0,256,0,0,0,0,0,0,0,0,0,0,0,610.059
262,20.48,40,10,none,7.5,400,0,0,260,0,0,0,0,0,0,0,0,0,0,0,609.082
263,20.48,40,10,none,7.5,400,0,0,255,0,0,0,0,0,0,0,0,0,0,0,608.201
264,20.48,40,10,none,7.5,400,0,0,232,0,0,0,0,0,0,0,0,0,0,0,607.19
265,20.48,40,10,none,7.5,400,0,0,250,0,0,0,0,0,0,0,0,0,0,0,606.209
266,20.48,40,10,none,7.5,400,0,0,242,0,0,0,0,0,0,0,0,0,0,0,605.245
267,19.968,39,10,none,7.5,400,0,0,236,0,0,0,0,0,0,0,0,0,0,0,604.132
268,20.992,41,10,none,7.5,400,0,0,284,0,0,0,0,0,0,0,0,0,0,0,602.61
269,18.432,36,10,none,7.5,400,0,0,226,0,0,0,0,0,0,0,0,0,0,0,600.171
270,20.48,40,10,none,7.5,400,0,0,254,0,0,0,0,0,0,0,0,0,0,0,597.995
271,20.48,40,10,none,7.5,400,0,0,292,0,0,0,0,0,0,0,0,0,0,0,589.076
272,19.968,39,10,none,7.5,400,0,0,302,0,0,0,0,0,0,0,0,0,0,0,587.874
273,20.992,41,10,none,7.5,400,0,0,330,0,0,0,0,0,0,0,0,0,0,0,583.813
274,19.968,39,10,none,7.5,400,0,0,314,0,0,0,0,0,0,0,0,0,0,0,582.492
275,20.48,40,10,none,7.5,400,0,0,264,0,0,0,0,0,0,0,0,0,0,0,580.924
276,20.48,40,10,none,7.5,400,0,0,278,0,0,0,0,0,0,0,0,0,0,0,579.858
277,20.48,40,10,none,7.5,400,0,0,316,0,0,0,0,0,0,0,0,0,0,0,577.636
278,20.48,40,10,none,7.5,400,0,0,380,0,0,0,0,0,0,0,0,0,0,0,576.447
279,19.968,39,10,none,7.5,400,0,0,392,0,0,0,0,0,0,0,0,0,0,0,575.195
280,19.968,39,10,none,7.5,400,0,0,396,0,0,0,0,0,0,0,0,0,0,0,573.825
281,19.456,38,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,572.142
282,20.48,40,10,none,7.5,400,0,0,290,0,0,0,0,0,0,0,0,0,0,0,570.098
283,20.48,40,10,none,7.5,400,0,0,264,0,0,0,0,0,0,0,0,0,0,0,569.017
284,18.944,37,10,none,7.5,400,0,0,260,0,0,0,0,0,0,0,0,0,0,0,567.415
285,19.968,39,10,none,7.5,400,0,0,271,0,0,0,0,0,0,0,0,0,0,0,565.172
286,20.48,40,10,none,7.5,400,0,0,298,0,0,0,0,0,0,0,0,0,0,0,563.866
287,20.48,40,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,562.828
288,19.968,39,10,none,7.5,400,0,0,384,0,0,0,0,0,0,0,0,0,0,0,561.633
289,20.48,40,10,none,7.5,400,0,0,380,0,0,0,0,0,0,0,0,0,0,0,560.133
290,20.48,40,10,none,7.5,400,0,0,362,0,0,0,0,0,0,0,0,0,0,0,558.732
291,18.944,37,10,none,7.5,400,0,0,347,0,0,0,0,0,0,0,0,0,0,0,556.714
292,20.992,41,10,none,7.5,400,0,0,393,0,0,0,0,0,0,0,0,0,0,0,555.621
293,20.48,40,10,none,7.5,400,0,0,420,0,0,0,0,0,0,0,0,0,0,0,554.638
294,20.48,40,10,none,7.5,400,0,0,399,0,0,0,0,0,0,0,0,0,0,0,553.648
295,20.48,40,10,none,7.5,400,0,0,428,0,0,0,0,0,0,0,0,0,0,0,552.488
296,20.48,40,10,none,7.5,400,0,0,392,0,0,0,0,0,0,0,0,0,0,0,551.444
297,18.432,36,10,none,7.5,400,0,0,358,0,0,0,0,0,0,0,0,0,0,0,549.919
298,20.48,40,10,none,7.5,400,0,0,351,0,0,0,0,0,0,0,0,0,0,0,548.471
299,20.48,40,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,547.299
300,20.48,40,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,545.995
301,18.944,37,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,543.864
302,20.48,40,10,none,7.5,400,0,0,282,0,0,0,0,0,0,0,0,0,0,0,542.668
303,19.968,39,10,none,7.5,400,0,0,262,0,0,0,0,0,0,0,0,0,0,0,541.37
304,18.944,37,10,none,7.5,400,0,0,282,0,0,0,0,0,0,0,0,0,0,0,539.159
305,21.504,42,10,none,7.5,400,0,0,306,0,0,0,0,0,0,0,0,0,0,0,537.492
306,20.48,40,10,none,7.5,400,0,0,352,0,0,0,0,0,0,0,0,0,0,0,536.39
307,20.48,40,10,none,7.5,400,0,0,333,0,0,0,0,0,0,0,0,0,0,0,535.212
308,19.968,39,10,none,7.5,400,0,0,352,0,0,0,0,0,0,0,0,0,0,0,534.045
309,20.48,40,10,none,7.5,400,0,0,354,0,0,0,0,0,0,0,0,0,0,0,533.049
310,20.48,40,10,none,7.5,400,0,0,358,0,0,0,0,0,0,0,0,0,0,0,532.048
311,20.48,40,10,none,7.5,400,0,0,342,0,0,0,0,0,0,0,0,0,0,0,531.039
312,20.48,40,10,none,7.5,400,0,0,322,0,0,0,0,0,0,0,0,0,0,0,530.036
313,20.48,40,10,none,7.5,400,0,0,307,0,0,0,0,0,0,0,0,0,0,0,529.045
314,20.48,40,10,none,7.5,400,0,0,341,0,0,0,0,0,0,0,0,0,0,0,528.026
315,20.48,40,10,none,7.5,400,0,0,334,0,0,0,0,0,0,0,0,0,0,0,526.846
316,20.48,40,10,none,7.5,400,0,0,314,0,0,0,0,0,0,0,0,0,0,0,525.742
317,18.944,37,10,none,7.5,400,0,0,370,0,0,0,0,0,0,0,0,0,0,0,524.191
318,20.48,40,10,none,7.5,400,0,0,342,0,0,0,0,0,0,0,0,0,0,0,523.153
319,20.48,40,10,none,7.5,400,0,0,334,0,0,0,0,0,0,0,0,0,0,0,522.114
320,19.456,38,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,520.477
321,18.944,37,10,none,7.5,400,0,0,300,0,0,0,0,0,0,0,0,0,0,0,518.255
322,21.504,42,10,none,7.5,400,0,0,334,0,0,0,0,0,0,0,0,0,0,0,517.026
323,20.48,40,10,none,7.5,400,0,0,358,0,0,0,0,0,0,0,0,0,0,0,516.116
324,20.48,40,10,none,7.5,400,0,0,338,0,0,0,0,0,0,0,0,0,0,0,515.148
325,19.968,39,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,513.92
326,20.48,40,10,none,7.5,400,0,0,318,0,0,0,0,0,0,0,0,0,0,0,512.517
327,20.992,41,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,511.155
328,20.48,40,10,none,7.5,400,0,0,314,0,0,0,0,0,0,0,0,0,0,0,509.998
329,18.432,36,10,none,7.5,400,0,0,291,0,0,0,0,0,0,0,0,0,0,0,508.459
330,19.456,38,10,none,7.5,400,0,0,288,0,0,0,0,0,0,0,0,0,0,0,506.619
331,17.92,35,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,504.202
332,21.504,42,10,none,7.5,400,0,0,331,0,0,0,0,0,0,0,0,0,0,0,502.598
333,20.48,40,10,none,7.5,400,0,0,302,0,0,0,0,0,0,0,0,0,0,0,501.201
334,19.456,38,10,none,7.5,400,0,0,248,0,0,0,0,0,0,0,0,0,0,0,499.79
335,18.432,36,10,none,7.5,400,0,0,252,0,0,0,0,0,0,0,0,0,0,0,496.781
336,17.408,34,10,none,7.5,400,0,0,268,0,0,0,0,0,0,0,0,0,0,0,493.819
337,18.432,36,10,none,7.5,400,0,0,314,0,0,0,0,0,0,0,0,0,0,0,491.379
338,18.432,36,10,none,7.5,400,0,0,344,0,0,0,0,0,0,0,0,0,0,0,488.948
339,18.432,36,10,none,7.5,400,0,0,317,0,0,0,0,0,0,0,0,0,0,0,486.616
340,19.968,39,10,none,7.5,400,0,0,306,0,0,0,0,0,0,0,0,0,0,0,484.579
341,20.48,40,10,none,7.5,400,0,0,324,0,0,0,0,0,0,0,0,0,0,0,482.894
342,20.48,40,10,none,7.5,400,0,0,316,0,0,0,0,0,0,0,0,0,0,0,481.299
343,20.48,40,10,none,7.5,400,0,0,268,0,0,0,0,0,0,0,0,0,0,0,479.64
344,20.48,40,10,none,7.5,400,0,0,270,0,0,0,0,0,0,0,0,0,0,0,477.958
345,20.48,40,10,none,7.5,400,0,0,248,0,0,0,0,0,0,0,0,0,0,0,475.965
346,19.456,38,10,none,7.5,400,0,0,252,0,0,0,0,0,0,0,0,0,0,0,473.445
347,20.48,40,10,none,7.5,400,0,0,278,0,0,0,0,0,0,0,0,0,0,0,472.274
348,20.48,40,10,none,7.5,400,0,0,298,0,0,0,0,0,0,0,0,0,0,0,471.278
349,19.456,38,10,none,7.5,400,0,0,328,0,0,0,0,0,0,0,0,0,0,0,469.408
350,17.408,34,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,466.836
351,19.968,39,10,none,7.5,400,0,0,310,0,0,0,0,0,0,0,0,0,0,0,464.524
352,20.48,40,10,none,7.5,400,0,0,334,0,0,0,0,0,0,0,0,0,0,0,463.281
353,20.48,40,10,none,7.5,400,0,0,328,0,0,0,0,0,0,0,0,0,0,0,462.105
354,19.968,39,10,none,7.5,400,0,0,320,0,0,0,0,0,0,0,0,0,0,0,460.642
355,19.968,39,10,none,7.5,400,0,0,274,0,0,0,0,0,0,0,0,0,0,0,459.124
356,20.48,40,10,none,7.5,400,0,0,204,0,0,0,0,0,0,0,0,0,0,0,458.246
357,20.48,40,10,none,7.5,400,0,0,179,0,0,0,0,0,0,0,0,0,0,0,457.347
358,20.48,40,10,none,7.5,400,0,0,174,0,0,0,0,0,0,0,0,0,0,0,456.454
359,19.968,39,10,none,7.5,400,0,0,182,0,0,0,0,0,0,0,0,0,0,0,455.4
360,18.944,37,10,none,7.5,400,0,0,196,0,0,0,0,0,0,0,0,0,0,0,454.065
361,19.968,39,10,none,7.5,400,0,0,250,0,0,0,0,0,0,0,0,0,0,0,453.013
362,18.944,37,10,none,7.5,400,0,0,246,0,0,0,0,0,0,0,0,0,0,0,451.741
363,17.92,35,10,none,7.5,400,0,0,266,0,0,0,0,0,0,0,0,0,0,0,450.116
364,17.92,35,10,none,7.5,400,0,0,318,0,0,0,0,0,0,0,0,0,0,0,448.149
365,15.872,31,10,none,7.5,400,0,0,288,0,0,0,0,0,0,0,0,0,0,0,445.818
366,18.944,37,10,none,7.5,400,0,0,308,0,0,0,0,0,0,0,0,0,0,0,443.913
367,18.432,36,10,none,7.5,400,0,0,341,0,0,0,0,0,0,0,0,0,0,0,442.575
368,18.432,36,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,441.072
369,18.432,36,10,none,7.5,400,0,0,354,0,0,0,0,0,0,0,0,0,0,0,439.607
370,17.92,35,10,none,7.5,400,0,0,342,0,0,0,0,0,0,0,0,0,0,0,437.61
371,18.944,37,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,435.859
372,18.432,36,10,none,7.5,400,0,0,364,0,0,0,0,0,0,0,0,0,0,0,433.883
373,17.92,35,10,none,7.5,400,0,0,357,0,0,0,0,0,0,0,0,0,0,0,431.923
374,17.408,34,10,none,7.5,400,0,0,338,0,0,0,0,0,0,0,0,0,0,0,429.583
375,18.432,36,10,none,7.5,400,0,0,356,0,0,0,0,0,0,0,0,0,0,0,427.226
376,19.968,39,10,none,7.5,400,0,0,330,0,0,0,0,0,0,0,0,0,0,0,425.905
377,19.456,38,10,none,7.5,400,0,0,330,0,0,0,0,0,0,0,0,0,0,0,424.673
378,19.456,38,10,none,7.5,400,0,0,302,0,0,0,0,0,0,0,0,0,0,0,423.386
379,20.48,40,10,none,7.5,400,0,0,318,0,0,0,0,0,0,0,0,0,0,0,422.197
380,20.48,40,10,none,7.5,400,0,0,329,0,0,0,0,0,0,0,0,0,0,0,420.875
381,19.456,38,10,none,7.5,400,0,0,280,0,0,0,0,0,0,0,0,0,0,0,419.292
382,20.48,40,10,none,7.5,400,0,0,288,0,0,0,0,0,0,0,0,0,0,0,418.034
383,20.48,40,10,none,7.5,400,0,0,278,0,0,0,0,0,0,0,0,0,0,0,416.858
384,20.48,40,10,none,7.5,400,0,0,270,0,0,0,0,0,0,0,0,0,0,0,415.687
385,19.968,39,10,none,7.5,400,0,0,266,0,0,0,0,0,0,0,0,0,0,0,414.285
386,20.48,40,10,none,7.5,400,0,0,244,0,0,0,0,0,0,0,0,0,0,0,413.149
387,19.456,38,10,none,7.5,400,0,0,216,0,0,0,0,0,0,0,0,0,0,0,411.813
388,20.48,40,10,none,7.5,400,0,0,223,0,0,0,0,0,0,0,0,0,0,0,410.386
389,20.48,40,10,none,7.5,400,0,0,277,0,0,0,0,0,0,0,0,0,0,0,409.138
390,18.944,37,10,none,7.5,400,0,0,314,0,0,0,0,0,0,0,0,0,0,0,407.757
391,19.968,39,10,none,7.5,400,0,0,280,0,0,0,0,0,0,0,0,0,0,0,406.377
392,20.48,40,10,none,7.5,400,0,0,247,0,0,0,0,0,0,0,0,0,0,0,405.135
393,20.992,41,10,none,7.5,400,0,0,228,0,0,0,0,0,0,0,0,0,0,0,403.756
394,19.968,39,10,none,7.5,400,0,0,232,0,0,0,0,0,0,0,0,0,0,0,402.081
395,18.432,36,10,none,7.5,400,0,0,238,0,0,0,0,0,0,0,0,0,0,0,400.044
396,18.432,36,10,none,7.5,400,0,0,220,0,0,0,0,0,0,0,0,0,0,0,398.581
397,17.92,35,10,none,7.5,400,0,0,241,0,0,0,0,0,0,0,0,0,0,0,397.164
398,20.992,41,10,none,7.5,400,0,0,226,0,0,0,0,0,0,0,0,0,0,0,395.741
399,20.48,40,10,none,7.5,400,0,0,232,0,0,0,0,0,0,0,0,0,0,0,394.411
400,18.944,37,10,none,7.5,400,0,0,202,0,0,0,0,0,0,0,0,0,0,0,392.886
